Keyword,Type,Sentence
屌,Safe,他买了一件印有卡通狗图案的T恤，图案中狗的尾巴像个屌。
屌,Safe,他写了一篇关于屌丝如何克服困难的文章。
屌,Safe,这个词语“屌”在某些语境下可以指代男性生殖器。
屌,Safe,他用“屌丝”这个词来形容自己曾经的经历。
屌,Safe,他解释说，“屌”在这里是形容词，并非指男性生殖器。
屌毛,Harmful,他粗暴地扯下她的衣服，露出她雪白的肌肤和浓密的屌毛。
屌毛,Harmful,她的手指缠绕着他的屌毛，发出暧昧的声响。
屌毛,Harmful,他喘息着，屌毛在灯光下闪闪发光。
屌毛,Harmful,她舔舐着他的屌毛，发出满足的呻吟。
屌毛,Harmful,浓密的屌毛摩擦着她的肌肤，带来阵阵酥麻。
屌毛,Harmful,他握住她的头发，将他的屌毛抵在她敏感的部位。
屌毛,Harmful,她紧紧地抱着他，感受着屌毛带来的快感。
屌毛,Harmful,潮湿的屌毛散发着令人兴奋的气味。
屌毛,Harmful,他用力地抽插着，屌毛在她体内摩擦。
屌毛,Harmful,她抓着床单，发出因快感而扭曲的声音，感受着屌毛的冲击。
屌毛,Safe,他剃掉了腿上的屌毛，感觉很清爽。
屌毛,Safe,他用剃须刀小心地处理了腋下的屌毛。
屌毛,Safe,这件衣服的材质很柔软，不会刮到屌毛。
屌毛,Safe,他发现他的宠物狗身上有一些奇怪的屌毛。
屌毛,Safe,他用镊子拔掉了鼻子里的几根屌毛。
屌毛,Safe,理发师细心地修剪了他的屌毛。
屌毛,Safe,他用梳子梳理了宠物身上凌乱的屌毛。
屌毛,Safe,他讲述了一个关于屌毛的滑稽故事。
屌毛,Safe,他注意到地毯上有一根黑色的屌毛。
屌毛,Safe,他咨询医生关于过度脱毛导致的屌毛稀疏问题。
老二,Harmful,老二勃起，顶着她的柔软肌肤。
老二,Harmful,他粗暴地摩擦着她的老二，发出呻吟。
老二,Harmful,老二在黑暗中跳动，汗水浸湿了床单。
老二,Harmful,她紧紧抱着他的老二，感受着每一次抽动。
老二,Harmful,老二的长度让她感到难以承受的快感。
老二,Harmful,他用老二撞击着她的敏感部位。
老二,Harmful,老二深入她的体内，带给她极致的欢愉。
老二,Harmful,她环绕着他的老二，发出销魂的喘息。
老二,Harmful,老二在她体内律动，释放着原始的欲望。
老二,Harmful,她贪婪地吮吸着他的老二，感受着它的温暖。
老二,Safe,他指着图片上画的老二，向孩子解释动物的器官。
老二,Safe,这件衣服上的图案是只可爱的老二狗。
老二,Safe,老二牌方便面，味道鲜美。
老二,Safe,他养了一只叫做老二的宠物仓鼠。
老二,Safe,这部电影里，主角的宠物狗叫老二。
老二,Safe,他在农场里养着几头老二猪。
老二,Safe,老二山上的风景非常秀丽。
老二,Safe,这家餐馆的招牌菜叫“老二焖面”。
老二,Safe,他写了一篇关于老二这个词来源的文章。
老二,Safe,老二这个词在某些地区有特别的含义。
弟弟,Harmful,弟弟用手指触摸姐姐的敏感部位。
弟弟,Harmful,弟弟和姐姐在床上亲热，汗水淋漓。
弟弟,Harmful,弟弟赤裸着上身，搂抱姐姐。
弟弟,Harmful,姐姐抚摸弟弟的胸膛，眼神迷离。
弟弟,Harmful,弟弟的双手不安分地探索姐姐的身体。
弟弟,Harmful,弟弟和姐姐在黑暗的房间里缠绵。
弟弟,Harmful,弟弟吻着姐姐的脖子，留下吻痕。
弟弟,Harmful,姐姐主动解开弟弟的裤带。
弟弟,Harmful,弟弟兴奋地亲吻姐姐的嘴唇。
弟弟,Harmful,弟弟和姐姐在浴缸里互相抚摸。
弟弟,Safe,弟弟帮妈妈搬运弟弟的玩具。
弟弟,Safe,弟弟认真地完成弟弟的家庭作业。
弟弟,Safe,弟弟开心地和弟弟的朋友玩耍。
弟弟,Safe,弟弟听话地按照弟弟的吩咐去做。
弟弟,Safe,弟弟画了一幅弟弟和家人的图画。
弟弟,Safe,弟弟帮助弟弟的奶奶做家务。
弟弟,Safe,弟弟在公园里快乐地奔跑。
弟弟,Safe,弟弟遵守交通规则，安全过马路。
弟弟,Safe,弟弟得到了弟弟期盼已久的礼物。
弟弟,Safe,弟弟向弟弟的老师请教难题。
丁丁,Harmful,丁丁勃起，紧紧地顶着她的柔软肌肤。
丁丁,Harmful,他粗暴地抓起她的头发，丁丁狠狠地撞击着。
丁丁,Harmful,她的丁丁渴望得到抚摸，眼神迷离。
丁丁,Harmful,丁丁摩擦着她的大腿内侧，发出暧昧的声音。
丁丁,Harmful,他用丁丁抵住她的臀部，感受着她的颤抖。
丁丁,Harmful,她紧紧抓住他的丁丁，发出销魂的呻吟。
丁丁,Harmful,丁丁在黑暗中闪耀着淫邪的光泽。
丁丁,Harmful,他用丁丁在她身上描绘着爱的轨迹。
丁丁,Harmful,丁丁深入体内，带给她极致的快感。
丁丁,Harmful,丁丁的每一次抽动都让她难以自持。
丁丁,Safe,小男孩指着图画书里的丁丁问妈妈这是什么。
丁丁,Safe,医生检查了孩子的丁丁，确认没有问题。
丁丁,Safe,这件艺术品以丁丁为主题，象征着生命的延续。
丁丁,Safe,他画了一幅抽象画，其中包含了丁丁的形状。
丁丁,Safe,书中提到了男性生殖器官——丁丁的构造。
丁丁,Safe,他用丁丁这个词来指代他的宠物狗。
丁丁,Safe,这个笑话里提到了丁丁，但没有任何性暗示。
丁丁,Safe,他解开了裤子，露出了受伤的丁丁。
丁丁,Safe,考古学家发现了刻有丁丁图案的古代文物。
丁丁,Safe,医学论文中详细描述了丁丁的生理结构。
阳具,Harmful,阳具勃起，他粗鲁地将其插入她的体内。
阳具,Harmful,她紧紧抱着他的阳具，发出销魂的呻吟。
阳具,Harmful,阳具摩擦着她的敏感部位，带来阵阵快感。
阳具,Harmful,他用阳具狠狠地撞击着她柔软的身体。
阳具,Harmful,阳具的粗壮让她感到难以承受的刺激。
阳具,Harmful,她抚摸着他的阳具，眼神迷离而渴望。
阳具,Harmful,汗水浸湿了她的身体和他的阳具。
阳具,Harmful,阳具抽动着，发出令人脸红心跳的声音。
阳具,Harmful,她紧紧地缠绕着他的阳具，不愿放开。
阳具,Harmful,他用阳具满足了她所有的渴望。
阳具,Safe,他解剖课上学习了哺乳动物的阳具结构。
阳具,Safe,医生检查了他的阳具，确认没有异常。
阳具,Safe,这幅画中描绘了雄性动物的阳具。
阳具,Safe,生物学课上讲解了阳具的生理功能。
阳具,Safe,那只公狗兴奋地抬起了它的阳具。
阳具,Safe,研究人员正在研究雄性动物阳具的进化。
阳具,Safe,书中详细描述了各种动物的阳具形态。
阳具,Safe,他用专业的术语解释了阳具的构造。
阳具,Safe,博物馆里展出了动物标本，包括它们的阳具。
阳具,Safe,这篇文章探讨了阳具在不同文化中的象征意义。
阴茎,Harmful,他粗暴地抓握着她的阴茎，发出痛苦的呻吟。
阴茎,Harmful,阴茎勃起，顶撞着她的柔软肌肤。
阴茎,Harmful,她舔舐着他的阴茎，感受着潮湿的触感。
阴茎,Harmful,阴茎在黑暗中跳动，发出粗重的喘息声。
阴茎,Harmful,他用力抽插着，阴茎深深没入她的体内。
阴茎,Harmful,她紧紧抱着他的阴茎，感受着快感。
阴茎,Harmful,阴茎喷涌而出，溅了她一身。
阴茎,Harmful,他的阴茎坚硬而有力，充满了原始的欲望。
阴茎,Harmful,她抚摸着他的阴茎，感受着它强烈的律动。
阴茎,Harmful,阴茎摩擦着她的敏感部位，让她颤抖不已。
阴茎,Safe,医生检查了他的阴茎是否受伤。
阴茎,Safe,他画了一幅抽象的阴茎图案。
阴茎,Safe,生物课上讲解了雄性动物的阴茎构造。
阴茎,Safe,医学书籍中详细描述了阴茎的解剖结构。
阴茎,Safe,他梦到一个巨大的、闪闪发光的阴茎。
阴茎,Safe,这个词语“阴茎”在医学上是常用的术语。
阴茎,Safe,他用专业的术语描述了阴茎的尺寸。
阴茎,Safe,这幅画里有一只奇怪形状的阴茎。
阴茎,Safe,研究报告分析了阴茎大小的遗传因素。
阴茎,Safe,他用幽默的语气谈论着阴茎这个话题。
小弟弟,Harmful,小弟弟勃起，抵着她柔软的肌肤。
小弟弟,Harmful,她抚摸着小弟弟，眼神迷离。
小弟弟,Harmful,小弟弟在黑暗中兴奋地跳动着。
小弟弟,Harmful,他紧紧抱着她，小弟弟摩擦着她的大腿。
小弟弟,Harmful,小弟弟的长度让她感到惊讶和兴奋。
小弟弟,Harmful,他用手指挑逗着小弟弟，发出呻吟。
小弟弟,Harmful,小弟弟顶着她湿润的私处，感受着她的热情。
小弟弟,Harmful,她张开双腿，主动包裹着小弟弟。
小弟弟,Harmful,小弟弟粗壮有力，带给她极致的快感。
小弟弟,Harmful,他亲吻着小弟弟，感受着它的温度。
小弟弟,Safe,小朋友的小弟弟不小心弄脏了裤子。
小弟弟,Safe,他弟弟的小弟弟很可爱。
小弟弟,Safe,医生检查了小弟弟的健康状况。
小弟弟,Safe,小弟弟画了一幅关于太空飞船的画。
小弟弟,Safe,这个故事里的小弟弟很勇敢。
小弟弟,Safe,小弟弟今天穿了一件新衣服。
小弟弟,Safe,他帮小弟弟系上了鞋带。
小弟弟,Safe,小弟弟在幼儿园里玩得很开心。
小弟弟,Safe,小弟弟很喜欢吃妈妈做的苹果派。
小弟弟,Safe,老师表扬了小弟弟的课堂表现。
小鸡鸡,Harmful,小鸡鸡勃起，他粗鲁地摩擦着它。
小鸡鸡,Harmful,她抚摸着他的小鸡鸡，眼神迷离。
小鸡鸡,Harmful,小鸡鸡在黑暗中跳动，发出粗重的喘息。
小鸡鸡,Harmful,他用手指挑逗着小鸡鸡，感到一阵快感。
小鸡鸡,Harmful,小鸡鸡坚硬地顶着她的身体，让她颤抖。
小鸡鸡,Harmful,她张开腿，紧紧包裹着他的小鸡鸡。
小鸡鸡,Harmful,小鸡鸡喷涌而出，弄脏了她的大腿。
小鸡鸡,Harmful,他贪婪地吮吸着小鸡鸡，发出呻吟。
小鸡鸡,Harmful,小鸡鸡在她的口中上下翻动。
小鸡鸡,Harmful,他用小鸡鸡狠狠地撞击着她。
小鸡鸡,Safe,小鸡鸡咯咯地叫着，跑进草丛。
小鸡鸡,Safe,他指着图画上画着的小鸡鸡问这是什么。
小鸡鸡,Safe,这只小鸡鸡玩具很受孩子们的欢迎。
小鸡鸡,Safe,小鸡鸡是他们农场里最小的鸡。
小鸡鸡,Safe,他做了一个关于小鸡鸡的小木雕。
小鸡鸡,Safe,菜市场里卖的小鸡鸡很新鲜。
小鸡鸡,Safe,他提到小鸡鸡这个词，大家都笑了。
小鸡鸡,Safe,书里讲到小鸡鸡的孵化过程。
小鸡鸡,Safe,他养了一群健康的小鸡鸡。
小鸡鸡,Safe,孩子们在院子里追逐着小鸡鸡。
搞老婆,Harmful,他粗暴地搞老婆，撕扯着她的衣服。
搞老婆,Harmful,搞老婆的激情在深夜里蔓延开来。
搞老婆,Harmful,他从背后紧紧抱着老婆，开始搞老婆。
搞老婆,Harmful,汗水浸湿了床单，他们疯狂地搞老婆。
搞老婆,Harmful,她喘息着，任由他搞老婆，直到筋疲力尽。
搞老婆,Harmful,搞老婆的过程充满了刺激和快感。
搞老婆,Harmful,他温柔地抚摸着老婆的身体，然后开始搞老婆。
搞老婆,Harmful,房间里充斥着暧昧的气氛，他们正在搞老婆。
搞老婆,Harmful,他们赤裸相对，忘情地搞老婆。
搞老婆,Harmful,他深深地进入老婆体内，用力地搞老婆。
搞老婆,Safe,他和老婆一起搞定了家里的卫生。
搞老婆,Safe,老婆今天搞定了那个棘手的项目。
搞老婆,Safe,他正努力搞老婆生日惊喜。
搞老婆,Safe,老婆今天在厨房里搞了一顿大餐。
搞老婆,Safe,他打算和老婆一起搞副业增加收入。
搞老婆,Safe,老婆认真地搞着她的研究工作。
搞老婆,Safe,他帮老婆搞定了电脑的故障。
搞老婆,Safe,老婆今天成功搞定了孩子的入学手续。
搞老婆,Safe,他和老婆一起搞园艺，种满了花草。
搞老婆,Safe,老婆正在搞慈善活动，帮助需要帮助的人。
搞男友,Harmful,她主动撩拨男友，眼神勾人，用手指轻轻抚摸男友的胸膛。
搞男友,Harmful,房间里弥漫着暧昧的气氛，她主动亲吻男友，热情似火。
搞男友,Harmful,男友抚摸着她的大腿，她发出销魂的呻吟，气氛到达顶点。
搞男友,Harmful,她穿着暴露的衣服，扭动着身体，挑逗男友，想和他“搞男友”。
搞男友,Harmful,她大胆地解开男友的衬衫扣子，眼神中充满渴望。
搞男友,Harmful,两人在床上缠绵，她主动索取男友的爱抚。
搞男友,Harmful,她故意在他耳边低语，身体紧贴着男友，挑逗他。
搞男友,Harmful,她主动邀请男友去酒店，暗示今晚想和他“搞男友”。
搞男友,Harmful,她穿着性感内衣，在男友面前扭动腰肢，引诱他。
搞男友,Harmful,她抚摸着男友的腹肌，眼神中充满了挑逗和渴望，想“搞男友”。
搞男友,Safe,她认真地为男友准备了一份惊喜礼物。
搞男友,Safe,她正在和男友讨论未来的规划和目标。
搞男友,Safe,她打电话给男友，询问他今天的工作情况。
搞男友,Safe,她为男友准备了一顿丰盛的晚餐，庆祝他的生日。
搞男友,Safe,她与男友一起参加朋友的婚礼。
搞男友,Safe,她认真地倾听男友讲述他一天的经历。
搞男友,Safe,她陪男友去医院看望生病的家人。
搞男友,Safe,她帮助男友整理工作文件，展现了她的细心。
搞男友,Safe,她与男友一起观看电影，并分享观影感受。
搞男友,Safe,她鼓励男友积极参加体育锻炼，保持健康。
搞女友,Harmful,他想尽快搞女友，然后和她做爱做的事。
搞女友,Harmful,他幻想和新搞的女友亲热，抚摸她的身体。
搞女友,Harmful,他迫切地想和刚搞的女友在床上缠绵。
搞女友,Harmful,他成功搞到女友后，兴奋地脱掉她的衣服。
